CID,카테고리명,몰,1Depth,2Depth,3Depth,4Depth,5Depth
154493,올씀,국내도서,고등학교참고서,고등학교 출판사별,쎄듀,올씀,
122778,PLAN A,국내도서,고등학교참고서,고등학교 출판사별,쎄듀,PLAN A,
77240,천일문,국내도서,고등학교참고서,고등학교 출판사별,쎄듀,천일문,
77241,어법/어휘끝,국내도서,고등학교참고서,고등학교 출판사별,쎄듀,어법/어휘끝,
77242,쎄듀 모의고사,국내도서,고등학교참고서,고등학교 출판사별,쎄듀,쎄듀 모의고사,
77243,첫단추,국내도서,고등학교참고서,고등학교 출판사별,쎄듀,첫단추,
77244,파워업,국내도서,고등학교참고서,고등학교 출판사별,쎄듀,파워업,
157600,원샷영어,국내도서,고등학교참고서,고등학교 출판사별,쎄듀,원샷영어,
79614,아름다운샘,국내도서,고등학교참고서,고등학교 출판사별,아름다운샘,,
114373,수학의샘,국내도서,고등학교참고서,고등학교 출판사별,아름다운샘,수학의샘,
114375,아샘수학,국내도서,고등학교참고서,고등학교 출판사별,아름다운샘,아샘수학,
114377,짱어려운수학,국내도서,고등학교참고서,고등학교 출판사별,아름다운샘,짱어려운수학,
114379,짱중요한수학,국내도서,고등학교참고서,고등학교 출판사별,아름다운샘,짱중요한수학,
79615,센터링수학,국내도서,고등학교참고서,고등학교 출판사별,아름다운샘,센터링수학,
79616,짱쉬운수학,국내도서,고등학교참고서,고등학교 출판사별,아름다운샘,짱쉬운수학,
131078,Hi Math,국내도서,고등학교참고서,고등학교 출판사별,아름다운샘,Hi Math,
77277,숨마쿰라우데,국내도서,고등학교참고서,고등학교 출판사별,이룸이앤비,숨마쿰라우데,
77278,미래로 수능 기출,국내도서,고등학교참고서,고등학교 출판사별,이룸이앤비,미래로 수능 기출,
122536,굿비,국내도서,고등학교참고서,고등학교 출판사별,이룸이앤비,굿비,
163582,미래로 하우투 수능,국내도서,고등학교참고서,고등학교 출판사별,이룸이앤비,미래로 하우투 수능,
163583,숨마쿰라우데 스타트업(고등),국내도서,고등학교참고서,고등학교 출판사별,이룸이앤비,숨마쿰라우데 스타트업(고등),
163584,숨마쿰라우데 라이트수학,국내도서,고등학교참고서,고등학교 출판사별,이룸이앤비,숨마쿰라우데 라이트수학,
77061,이룸이앤비,국내도서,고등학교참고서,고등학교 출판사별,이룸이앤비,,
77033,이투스북,국내도서,고등학교참고서,고등학교 출판사별,이투스북,,
114393,2주만에 끝내는,국내도서,고등학교참고서,고등학교 출판사별,이투스북,2주만에 끝내는,
122908,리딩마스터,국내도서,고등학교참고서,고등학교 출판사별,이투스북,리딩마스터,
125222,지발선,국내도서,고등학교참고서,고등학교 출판사별,이투스북,지발선,
84875,리슨마스터,국내도서,고등학교참고서,고등학교 출판사별,이투스북,리슨마스터,
119612,너.기.출,국내도서,고등학교참고서,고등학교 출판사별,이투스북,너.기.출,
119613,EBS완전학습,국내도서,고등학교참고서,고등학교 출판사별,이투스북,EBS완전학습,
84903,新수학의 바이블,국내도서,고등학교참고서,고등학교 출판사별,이투스북,新수학의 바이블,
77432,몽땅벗기기,국내도서,고등학교참고서,고등학교 출판사별,이투스북,몽땅벗기기,
77439,워드마스터,국내도서,고등학교참고서,고등학교 출판사별,이투스북,워드마스터,
86814,531프로젝트,국내도서,고등학교참고서,고등학교 출판사별,이투스북,531프로젝트,
134093,어삼쉬사,국내도서,고등학교참고서,고등학교 출판사별,이투스북,어삼쉬사,
134094,구문사고력,국내도서,고등학교참고서,고등학교 출판사별,이투스북,구문사고력,
134096,결정적시리즈,국내도서,고등학교참고서,고등학교 출판사별,이투스북,결정적시리즈,
175254,15분 모의고사,국내도서,고등학교참고서,고등학교 출판사별,이투스북,15분 모의고사,
175255,작전 모의고사,국내도서,고등학교참고서,고등학교 출판사별,이투스북,작전 모의고사,
175256,작전모의,국내도서,고등학교참고서,고등학교 출판사별,이투스북,작전모의,
175257,쏙(SOC),국내도서,고등학교참고서,고등학교 출판사별,이투스북,쏙(SOC),
175258,파워크북 수학,국내도서,고등학교참고서,고등학교 출판사별,이투스북,파워크북 수학,
175259,개념픽수학,국내도서,고등학교참고서,고등학교 출판사별,이투스북,개념픽수학,
175260,일단락 국어,국내도서,고등학교참고서,고등학교 출판사별,이투스북,일단락 국어,
175261,BON 본 N제,국내도서,고등학교참고서,고등학교 출판사별,이투스북,BON 본 N제,
175262,BON 본,국내도서,고등학교참고서,고등학교 출판사별,이투스북,BON 본,
175263,BON 본 내신,국내도서,고등학교참고서,고등학교 출판사별,이투스북,BON 본 내신,
140040,고쟁이 수학,국내도서,고등학교참고서,고등학교 출판사별,이투스북,고쟁이 수학,
77429,수학의바이블,국내도서,고등학교참고서,고등학교 출판사별,이투스북,新수학의 바이블,수학의바이블
113236,BOB바이블(고등),국내도서,고등학교참고서,고등학교 출판사별,이투스북,新수학의 바이블,BOB바이블(고등)
86815,국어,국내도서,고등학교참고서,고등학교 출판사별,이투스북,531프로젝트,국어
86816,영어,국내도서,고등학교참고서,고등학교 출판사별,이투스북,531프로젝트,영어
86817,수학,국내도서,고등학교참고서,고등학교 출판사별,이투스북,531프로젝트,수학
77043,좋은책신사고,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,,
176290,우공비Q 유형N제,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,우공비Q 유형N제,
123482,쎈수학_개념쎈라이트(고등),국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,쎈수학_개념쎈라이트(고등),
77338,쎈수학(고등),국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,쎈수학(고등),
77339,오감도,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,오감도,
77342,일품(고등),국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,일품(고등),
77345,우공비(고등),국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,우공비(고등),
77347,컨셉영어,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,컨셉영어,
77351,진짜영문법,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,진짜영문법,
77352,쎈수학_개념쎈(고등),국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,쎈수학_개념쎈(고등),
77353,국어의기술,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,국어의기술,
129153,첫오감도,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,첫오감도,
178483,30일컷,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,30일컷,
176643,쎈기출 연도별수능,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,쎈기출 연도별수능,
169490,초빈출,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,초빈출,
106534,알수학,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,알수학,
106535,한국사바로가기,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,한국사바로가기,
106530,다트,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,다트,
161505,쎈수학_베이직,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,쎈수학_베이직,
90570,꿀특강,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,꿀특강,
109804,쎈수학_라이트쎈(고등),국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,쎈수학_라이트쎈(고등),
123627,오감도최다문항,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,오감도최다문항,
164220,수능1교시,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,수능1교시,
157283,기본영어,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,기본영어,
157284,독해파헤치기,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,독해파헤치기,
178611,쎈기출0zero,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,쎈기출0zero,
178612,진짜 기출,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,진짜 기출,
178613,우공비Q 등급업N제,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,우공비Q 등급업N제,
152138,올킬,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,올킬,
152139,문.지.영,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,문.지.영,
181731,쎈기출 모의고사,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,쎈기출 모의고사,
106995,단기공략,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,단기공략,
157285,별보카(고등),국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,별보카(고등),
163194,쎈기출,국내도서,고등학교참고서,고등학교 출판사별,좋은책신사고,쎈기출,
122617,it,국내도서,고등학교참고서,고등학교 출판사별,지학사,it,
148662,개념있는,국내도서,고등학교참고서,고등학교 출판사별,지학사,개념있는,
148663,교과서수능,국내도서,고등학교참고서,고등학교 출판사별,지학사,교과서수능,
148664,핵심큐,국내도서,고등학교참고서,고등학교 출판사별,지학사,핵심큐,
148665,개념풀(고등),국내도서,고등학교참고서,고등학교 출판사별,지학사,개념풀(고등),
148668,달달한한국사,국내도서,고등학교참고서,고등학교 출판사별,지학사,달달한한국사,
148669,수능어휘집,국내도서,고등학교참고서,고등학교 출판사별,지학사,수능어휘집,
77357,자습서,국내도서,고등학교참고서,고등학교 출판사별,지학사,자습서,
77359,풍산자 수학,국내도서,고등학교참고서,고등학교 출판사별,지학사,풍산자 수학,
77366,꽉잡기,국내도서,고등학교참고서,고등학교 출판사별,지학사,꽉잡기,
77370,풍산자 필수유형,국내도서,고등학교참고서,고등학교 출판사별,지학사,풍산자 필수유형,
77375,독서평설,국내도서,고등학교참고서,고등학교 출판사별,지학사,독서평설,
114316,평가문제집,국내도서,고등학교참고서,고등학교 출판사별,지학사,평가문제집,
114293,기출의고백,국내도서,고등학교참고서,고등학교 출판사별,지학사,기출의고백,
114295,단기특강,국내도서,고등학교참고서,고등학교 출판사별,지학사,단기특강,
151237,풍산자 라이트,국내도서,고등학교참고서,고등학교 출판사별,지학사,풍산자 라이트,
151238,풍산자 반복수학,국내도서,고등학교참고서,고등학교 출판사별,지학사,풍산자 반복수학,
176891,풍산자 일등급유형,국내도서,고등학교참고서,고등학교 출판사별,지학사,풍산자 일등급유형,
77042,지학사,국내도서,고등학교참고서,고등학교 출판사별,지학사,,
148666,Reading it,국내도서,고등학교참고서,고등학교 출판사별,지학사,it,Reading it
148667,Listening it,국내도서,고등학교참고서,고등학교 출판사별,지학사,it,Listening it
77034,진학사,국내도서,고등학교참고서,고등학교 출판사별,진학사,,
147655,블랙라벨_더개념,국내도서,고등학교참고서,고등학교 출판사별,진학사,블랙라벨_더개념,
